Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
4597.0,435.0,,OO,DEN,SLC,5,0
671.0,1022.0,239.0,F9,MCO,DEN,2,0
3836.0,530.0,215.0,WN,MDW,SLC,2,1
1887.0,1055.0,194.0,,PWM,ATL,6,0
952.0,589.0,252.0,UA,PHX,IAD,6,0
1507.0,730.0,256.0,DL,ATL,SLC,3,0
379.0,499.0,147.0,UA,IAD,MCO,2,0
6470.0,560.0,91.0,OH,CVG,CLT,7,0
796.0,1095.0,205.0,WN,LAS,MDW,2,0
7277.0,835.0,110.0,YV,ATL,IAD,2,1
27.0,485.0,370.0,HA,SEA,HNL,7,1
1103.0,530.0,140.0,WN,LAS,PDX,4,0
2064.0,810.0,120.0,XE,IND,EWR,3,1
6956.0,933.0,134.0,OO,FAT,DEN,3,0
3066.0,615.0,50.0,MQ,SAN,LAX,7,1
3529.0,910.0,135.0,MQ,DFW,MKE,5,0
2528.0,804.0,104.0,,SRQ,ATL,6,0
4052.0,525.0,116.0,9E,MEM,ORD,3,0
6238.0,1236.0,,OO,LAS,FAT,4,0
2419.0,579.0,121.0,XE,IAH,ELP,7,1
6543.0,719.0,173.0,OH,LGA,BHM,2,0
2018.0,,,WN,BWI,MHT,5,1
2189.0,980.0,,DL,PHL,DTW,4,1
1278.0,402.0,93.0,B6,RIC,BOS,3,0
1991.0,590.0,100.0,DL,ATL,TPA,7,1
1017.0,1005.0,120.0,DL,ATL,MKE,7,1
1311.0,955.0,,DL,DTW,DEN,6,1
863.0,585.0,70.0,WN,OKC,MCI,4,1
2716.0,895.0,110.0,MQ,DFW,EVV,4,1
700.0,653.0,171.0,CO,FLL,EWR,1,1
698.0,767.0,168.0,DL,BDL,ATL,3,0
1181.0,795.0,,WN,HOU,PHX,4,1
6631.0,695.0,50.0,,MKE,ORD,4,0
1937.0,435.0,101.0,US,BOS,PHL,5,0
5105.0,530.0,148.0,EV,JAX,DTW,3,0
2839.0,419.0,,,DCA,ATL,1,0
6295.0,360.0,123.0,OO,MSO,DEN,4,1
1586.0,1135.0,137.0,CO,IAH,MCO,1,1
1601.0,420.0,,FL,DFW,MCO,1,0
5181.0,615.0,110.0,EV,ATL,MLU,5,1
2600.0,720.0,125.0,WN,ORF,BNA,5,1
598.0,1145.0,,CO,DEN,IAH,4,1
292.0,405.0,174.0,CO,EWR,MCO,2,0
6633.0,1290.0,123.0,OO,DEN,TUS,6,1
2460.0,772.0,128.0,DL,ATL,ROC,5,0
5345.0,1305.0,113.0,EV,ATL,SHV,5,0
1489.0,,125.0,DL,MKE,ATL,7,0
1106.0,740.0,100.0,WN,OAK,PDX,4,1
2671.0,1052.0,110.0,,CLT,MEM,7,1
7755.0,546.0,74.0,OO,CDC,SLC,3,0
8.0,550.0,313.0,AS,SEA,EWR,3,1
2449.0,450.0,240.0,DL,BNA,SLC,6,0
6470.0,560.0,97.0,,CVG,CLT,4,0
1005.0,853.0,32.0,YV,OGG,HNL,4,0
8.0,480.0,,WN,HOU,DAL,3,1
3733.0,725.0,140.0,9E,ATL,IAH,4,1
450.0,1007.0,98.0,FL,ATL,MSY,3,0
739.0,,,B6,JFK,PSE,5,0
1190.0,775.0,106.0,US,MSY,CLT,3,1
2852.0,460.0,95.0,MQ,SGF,DFW,1,0
852.0,1005.0,85.0,WN,PHX,BUR,5,0
2406.0,635.0,80.0,WN,MDW,BNA,6,1
143.0,375.0,146.0,F9,HOU,DEN,1,0
4240.0,410.0,65.0,MQ,SPI,ORD,1,0
5555.0,1076.0,92.0,EV,LEX,ATL,7,1
2404.0,540.0,65.0,AA,LAS,LAX,3,0
1846.0,1140.0,,WN,DEN,BNA,3,1
773.0,495.0,230.0,FL,LAS,ATL,3,0
1033.0,1025.0,,US,BDL,CLT,2,1
69.0,1045.0,,DL,ATL,MIA,5,1
1492.0,1120.0,140.0,AA,DFW,MCO,3,1
540.0,480.0,138.0,US,PHX,DFW,4,0
1728.0,1105.0,173.0,CO,IAH,TUS,5,1
1016.0,1055.0,60.0,WN,HOU,HRL,2,1
1649.0,1045.0,144.0,US,DCA,TPA,3,0
2662.0,770.0,,YV,STL,CLT,7,0
491.0,491.0,128.0,UA,DEN,PHX,5,0
6273.0,705.0,71.0,OO,GEG,SEA,6,0
5152.0,1155.0,61.0,EV,ATL,AGS,4,1
5166.0,560.0,74.0,EV,MEM,SHV,5,0
1255.0,740.0,136.0,FL,TPA,IND,7,0
6865.0,1114.0,138.0,OO,DEN,FCA,3,0
177.0,789.0,93.0,FL,ATL,RSW,5,0
7125.0,760.0,,EV,IAD,BUF,1,1
3041.0,600.0,40.0,MQ,LAX,SAN,2,1
112.0,380.0,100.0,WN,OKC,DEN,2,1
155.0,1255.0,70.0,WN,SAN,LAS,4,1
1539.0,960.0,124.0,DL,DCA,ATL,7,0
1016.0,669.0,210.0,FL,BOS,MCO,1,0
5204.0,902.0,,EV,TLH,ATL,3,1
1054.0,695.0,178.0,CO,EWR,PBI,3,0
7065.0,1020.0,87.0,EV,IAD,DAY,3,1
445.0,1230.0,199.0,B6,BOS,TPA,3,0
647.0,1005.0,169.0,CO,ORD,IAH,1,1
4206.0,540.0,104.0,9E,MEM,CMH,1,1
4005.0,960.0,130.0,9E,ATL,TUL,3,1
1425.0,1105.0,130.0,WN,BNA,FLL,7,1
3606.0,590.0,130.0,MQ,ATL,MIA,5,1
543.0,600.0,265.0,AA,ORD,PSP,2,0
1087.0,1310.0,118.0,B6,JFK,CLT,4,1
1253.0,840.0,101.0,B6,BOS,IAD,3,0
6347.0,626.0,96.0,OO,BZN,DEN,6,0
752.0,995.0,116.0,FL,HSV,BWI,1,0
2509.0,920.0,191.0,DL,DTW,DFW,5,1
2641.0,525.0,76.0,YV,PHX,ONT,7,0
2885.0,645.0,80.0,MQ,MLU,DFW,2,0
307.0,660.0,70.0,WN,LAS,LAX,4,1
1048.0,1050.0,105.0,DL,DTW,RDU,2,0
3911.0,892.0,73.0,9E,GRB,MSP,1,1
3934.0,835.0,155.0,WN,TPA,PHL,4,1
2881.0,750.0,95.0,YV,SBP,PHX,5,0
3116.0,838.0,131.0,XE,EWR,IND,1,0
4843.0,905.0,84.0,OO,SLC,HLN,1,0
2464.0,615.0,107.0,DL,MSP,DTW,5,1
5387.0,590.0,64.0,EV,ATL,GSP,5,0
1412.0,1260.0,175.0,AA,MIA,JFK,3,1
1740.0,650.0,,DL,LAS,SLC,4,1
2197.0,1035.0,92.0,XE,CLE,MSN,2,0
7307.0,863.0,,YV,BTV,IAD,7,0
3064.0,,45.0,MQ,SAN,LAX,3,0
2628.0,500.0,162.0,XE,SAV,IAH,3,0
2903.0,500.0,160.0,WN,SAN,AUS,7,1
3315.0,400.0,80.0,MQ,DFW,JAN,7,0
527.0,420.0,160.0,AS,BUR,SEA,6,1
1048.0,1100.0,118.0,US,CLT,DTW,2,0
5920.0,907.0,96.0,XE,FSD,ORD,1,0
1094.0,,,DL,ATL,MSP,4,1
348.0,851.0,44.0,HA,HNL,KOA,1,1
4020.0,740.0,125.0,MQ,ROC,ORD,2,1
411.0,840.0,95.0,WN,LAS,SFO,3,1
2614.0,1280.0,,YV,CLT,EWR,2,1
6926.0,410.0,70.0,OO,LAS,LAX,5,0
4616.0,940.0,100.0,OO,MSP,SDF,4,1
32.0,805.0,77.0,B6,JFK,ROC,5,0
1588.0,590.0,122.0,US,CLT,PVD,7,0
1822.0,695.0,122.0,US,CLT,BOS,1,1
2289.0,1100.0,130.0,XE,IAH,ELP,5,0
4689.0,1298.0,100.0,OO,SLC,ABQ,3,0
2493.0,578.0,112.0,DL,RIC,ATL,1,1
4332.0,925.0,110.0,MQ,ORD,SYR,1,1
3811.0,1240.0,58.0,,CVG,TYS,4,0
3067.0,,93.0,XE,EWR,DCA,3,1
851.0,935.0,65.0,WN,LAS,LAX,4,1
270.0,500.0,330.0,AA,HNL,LAX,7,0
2334.0,777.0,113.0,DL,SFO,SLC,5,0
7017.0,360.0,90.0,OO,ORD,MCI,3,0
2256.0,715.0,105.0,XE,AVL,EWR,7,0
4470.0,,66.0,OO,FAR,MSP,4,0
6926.0,410.0,70.0,OO,LAS,LAX,4,1
2734.0,350.0,50.0,MQ,ABI,DFW,1,0
2771.0,930.0,110.0,MQ,DFW,VPS,1,0
7102.0,1001.0,,EV,LGA,IAD,6,0
253.0,1125.0,161.0,UA,ORD,DEN,5,1
3798.0,1170.0,,MQ,ORD,ABQ,7,0
7068.0,1171.0,80.0,EV,GSP,IAD,3,0
1950.0,1230.0,130.0,,MDW,PVD,4,1
2.0,1150.0,455.0,CO,HNL,IAH,4,1
108.0,1160.0,65.0,WN,LIT,DAL,3,0
60.0,725.0,210.0,CO,IAH,EWR,4,0
3350.0,690.0,115.0,MQ,MOB,DFW,1,0
7010.0,775.0,54.0,OO,MTJ,DEN,5,0
1569.0,920.0,110.0,WN,PHX,RNO,5,1
2292.0,,135.0,AA,LAX,EGE,4,0
4469.0,735.0,120.0,MQ,DCA,BNA,1,0
2455.0,1295.0,59.0,XE,EWR,PVD,4,0
1510.0,695.0,170.0,AA,MIA,JFK,7,1
849.0,485.0,380.0,AA,MIA,SFO,5,1
4866.0,480.0,75.0,OO,MKE,CVG,4,0
2177.0,1200.0,,WN,SMF,ONT,7,0
4669.0,1095.0,105.0,OO,PDX,SLC,2,0
2959.0,385.0,99.0,XE,MOB,IAH,1,1
305.0,1018.0,90.0,UA,SFO,LAX,3,0
6444.0,865.0,57.0,OO,SMX,LAX,3,1
2586.0,1060.0,139.0,DL,ATL,LGA,4,1
197.0,720.0,202.0,CO,IAH,LAS,5,0
1029.0,865.0,120.0,US,CLT,MIA,1,1
506.0,1123.0,147.0,FL,LGA,MKE,2,1
5587.0,941.0,106.0,EV,ATL,LFT,4,0
4177.0,547.0,143.0,9E,JFK,CLE,5,1
2054.0,900.0,86.0,DL,MSY,ATL,6,0
1501.0,725.0,120.0,WN,DEN,PHX,6,0
6578.0,420.0,59.0,OH,CLE,DTW,1,0
187.0,881.0,42.0,HA,KOA,HNL,6,0
3664.0,715.0,65.0,WN,BWI,BDL,7,1
1197.0,700.0,60.0,WN,SJC,BUR,3,1
1105.0,998.0,92.0,CO,BOS,EWR,4,0
5535.0,648.0,66.0,EV,MGM,ATL,5,0
4238.0,490.0,95.0,MQ,CMH,ORD,7,1
45.0,695.0,165.0,WN,PVD,MDW,1,1
6271.0,389.0,51.0,OO,ORD,FWA,1,0
1376.0,970.0,200.0,AA,MIA,DFW,1,1
25.0,886.0,106.0,FL,MDW,ATL,6,0
2923.0,35.0,,DL,SEA,MSP,5,1
4589.0,669.0,116.0,OO,SLC,LGB,1,0
1439.0,885.0,126.0,US,LGA,CLT,1,0
46.0,705.0,100.0,WN,MHT,PHL,3,1
3575.0,1270.0,55.0,WN,LAS,ONT,4,1
287.0,,117.0,US,PHX,SJC,1,0
2651.0,660.0,93.0,YV,PHX,BFL,4,0
7262.0,1012.0,94.0,YV,IAD,CLT,6,1
1747.0,1045.0,230.0,AA,DFW,SJC,1,0
1430.0,840.0,79.0,DL,MKE,DTW,5,0
6338.0,966.0,47.0,OO,LAX,SAN,3,0
3957.0,730.0,110.0,MQ,MEM,ORD,3,0
2625.0,556.0,68.0,YV,RDU,CLT,3,0
5260.0,727.0,,EV,CHO,ATL,2,0
6360.0,1023.0,76.0,OO,SFO,ONT,2,1
794.0,,130.0,WN,TPA,BWI,4,0
2971.0,745.0,,MQ,GSO,DFW,2,0
5584.0,700.0,67.0,EV,AVL,ATL,1,1
658.0,1145.0,168.0,CO,IAH,DCA,1,0
297.0,429.0,370.0,UA,BWI,SFO,4,0
2545.0,490.0,130.0,AA,OMA,DFW,7,0
67.0,1210.0,,AS,JNU,ANC,4,0
896.0,1060.0,165.0,WN,TPA,ALB,1,1
186.0,960.0,65.0,WN,HOU,JAN,3,1
4535.0,475.0,105.0,MQ,CMH,LGA,5,1
1083.0,785.0,272.0,CO,BOS,IAH,4,1
2040.0,990.0,91.0,US,DCA,BOS,3,1
2839.0,420.0,132.0,,DCA,ATL,2,0
4750.0,980.0,104.0,OO,ONT,SLC,3,0
1880.0,810.0,123.0,,MCO,DCA,5,0
1650.0,625.0,130.0,AA,TUS,DFW,6,0
5462.0,895.0,65.0,EV,ATL,SAV,4,0
5157.0,603.0,107.0,EV,XNA,ATL,3,1
2133.0,1285.0,140.0,,IAH,COS,1,1
2177.0,960.0,145.0,XE,TPA,IAH,2,0
3096.0,485.0,,XE,IAH,CMH,6,0
1135.0,705.0,170.0,WN,DEN,OAK,7,1
591.0,945.0,75.0,WN,MSY,HOU,4,1
377.0,885.0,164.0,CO,RSW,EWR,4,1
2467.0,1165.0,92.0,DL,DTW,ORD,4,0
151.0,606.0,89.0,AS,OME,ANC,3,0
1561.0,1125.0,285.0,AA,ORD,SFO,6,0
4198.0,620.0,80.0,MQ,ORD,CLE,1,0
182.0,691.0,51.0,HA,HNL,ITO,6,1
341.0,577.0,49.0,HA,ITO,HNL,5,1
3600.0,375.0,105.0,MQ,CHS,MIA,3,0
4771.0,435.0,212.0,OO,ORD,SLC,4,1
6617.0,615.0,104.0,OH,DTW,AVL,1,0
342.0,750.0,195.0,AA,DFW,BDL,1,1
4220.0,620.0,90.0,MQ,ORD,BNA,7,1
465.0,505.0,220.0,B6,BOS,RSW,3,0
1283.0,1040.0,116.0,DL,ATL,MDW,3,1
1134.0,670.0,,WN,IND,MDW,2,1
61.0,570.0,148.0,,BOS,CLT,6,0
421.0,580.0,195.0,B6,BOS,PBI,1,0
558.0,615.0,122.0,FL,ATL,BUF,4,0
6533.0,,89.0,OO,IDA,DEN,7,0
2955.0,1050.0,65.0,XE,IAH,DFW,4,0
496.0,380.0,145.0,WN,PDX,DEN,7,1
985.0,1105.0,125.0,WN,MCO,BWI,7,0
6321.0,820.0,102.0,OH,JFK,DCA,5,1
6590.0,,110.0,OH,IAD,CVG,2,0
3075.0,850.0,113.0,XE,PVD,CLE,5,0
957.0,610.0,185.0,WN,FLL,BUF,1,1
726.0,465.0,105.0,AA,ELP,DFW,3,0
355.0,1020.0,165.0,CO,PBI,EWR,6,1
6358.0,1186.0,,OO,SBA,LAX,4,0
6722.0,365.0,139.0,OO,PSC,DEN,1,0
4282.0,,130.0,MQ,ORD,BDL,7,1
6617.0,620.0,103.0,OH,DTW,AVL,5,0
1155.0,375.0,70.0,WN,ONT,PHX,3,0
5541.0,555.0,,EV,MEM,MGM,5,0
2948.0,940.0,151.0,,IAH,MKE,1,0
2122.0,600.0,,US,LGA,BOS,2,0
949.0,825.0,125.0,WN,SLC,OAK,4,1
6271.0,1240.0,61.0,OH,CVG,EVV,5,1
64.0,695.0,102.0,AS,ANC,JNU,1,0
2062.0,1105.0,71.0,XE,IAH,LRD,6,0
2633.0,,120.0,DL,MDW,ATL,2,1
1414.0,580.0,75.0,WN,DAL,MSY,4,1
1483.0,500.0,90.0,WN,PHX,BUR,6,0
2038.0,930.0,88.0,US,DCA,BOS,3,0
953.0,,110.0,US,PHL,CLT,5,1
2999.0,1255.0,80.0,XE,CLE,MKE,2,0
7214.0,860.0,115.0,YV,ORD,RDU,4,0
2975.0,450.0,127.0,XE,MCI,IAH,6,0
1311.0,955.0,194.0,DL,DTW,DEN,2,1
2906.0,826.0,,DL,MEM,DTW,3,0
1629.0,735.0,220.0,,IAH,SNA,7,1
589.0,1270.0,85.0,F9,DEN,SLC,4,1
336.0,1245.0,85.0,WN,PHL,BOS,4,0
2020.0,945.0,,WN,GEG,BOI,7,1
759.0,1225.0,181.0,B6,SJU,MCO,1,0
3894.0,365.0,100.0,MQ,XNA,ORD,7,0
2734.0,955.0,,WN,DEN,AUS,7,1
859.0,,165.0,WN,TPA,MDW,7,0
923.0,1170.0,,B6,BOS,ORD,3,1
2182.0,1080.0,84.0,,DCA,LGA,1,0
29.0,1285.0,178.0,B6,JFK,TPA,5,0
1242.0,795.0,249.0,US,PHX,DCA,2,0
4303.0,905.0,130.0,MQ,OKC,ORD,5,1
1691.0,665.0,75.0,WN,MDW,CLE,5,1
2824.0,775.0,,XE,IAH,BHM,3,0
95.0,,147.0,US,PDX,PHX,7,1
836.0,1095.0,142.0,US,PHL,JAX,4,1
818.0,510.0,,F9,MCI,DEN,1,1
419.0,,177.0,UA,DEN,PDX,5,0
1194.0,1035.0,,DL,DTW,CLT,2,0
1768.0,440.0,120.0,WN,ABQ,HOU,4,1
280.0,650.0,117.0,US,PHX,SJC,2,1
3760.0,760.0,155.0,WN,MCO,PVD,1,1
5049.0,1072.0,97.0,EV,MYR,ATL,2,0
4002.0,935.0,,MQ,ORD,XNA,2,1
7048.0,493.0,188.0,OO,SLC,ORD,2,1
1098.0,730.0,102.0,DL,ATL,PIT,6,0
7041.0,843.0,197.0,OO,SAT,LAX,1,1
960.0,1005.0,165.0,WN,PVD,MDW,4,1
23.0,545.0,90.0,WN,ELP,DAL,1,0
287.0,1060.0,117.0,US,PHX,SJC,5,0
2182.0,,216.0,DL,SNA,MSP,2,1
1041.0,1060.0,230.0,US,STT,CLT,7,0
1530.0,885.0,120.0,DL,ATL,DTW,3,1
120.0,,308.0,UA,SFO,IAD,2,0
831.0,1160.0,65.0,WN,LAS,SNA,2,1
5420.0,,107.0,EV,DTW,MHT,4,0
2207.0,1003.0,106.0,XE,ICT,IAH,1,1
2885.0,870.0,90.0,WN,SMF,PDX,3,1
2061.0,955.0,,WN,LAX,SJC,6,1
4994.0,855.0,135.0,EV,ATL,HPN,4,1
2352.0,845.0,,AA,DFW,ORD,2,1
1924.0,605.0,205.0,AA,SJC,DFW,5,0
3342.0,735.0,,MQ,DFW,CRP,5,0
49.0,1015.0,,WN,AMA,DAL,3,0
815.0,900.0,105.0,AA,DFW,ELP,7,1
2033.0,1220.0,255.0,AA,DFW,SEA,6,0
368.0,470.0,145.0,UA,MSY,IAD,1,0
2881.0,975.0,70.0,YV,PHX,ABQ,4,0
3326.0,1305.0,165.0,WN,LAS,SEA,4,1
6426.0,728.0,,OO,SMF,SFO,7,1
901.0,1089.0,,UA,SFO,SAN,3,1
472.0,620.0,110.0,FL,ATL,BWI,6,0
3806.0,1140.0,105.0,9E,MEM,JAX,3,0
1887.0,395.0,175.0,AA,DFW,LAS,1,0
6488.0,785.0,67.0,OO,RNO,SFO,6,1
2546.0,505.0,150.0,AA,MCO,JFK,5,0
1022.0,1220.0,68.0,US,CLT,RIC,1,1
1088.0,515.0,179.0,DL,ATL,MSP,2,0
401.0,420.0,145.0,F9,DEN,LAX,5,0
302.0,1158.0,72.0,DL,SAV,ATL,4,1
2821.0,,107.0,XE,ORF,CLE,2,1
6380.0,,238.0,OO,AUS,SFO,5,0
3021.0,895.0,179.0,XE,RDU,IAH,1,0
2444.0,1135.0,124.0,DL,CVG,BOS,1,1
2745.0,660.0,125.0,MQ,DFW,GSP,5,0
726.0,360.0,135.0,FL,DFW,MKE,5,0
1057.0,885.0,136.0,US,BDL,CLT,3,1
2079.0,755.0,80.0,WN,SLC,LAS,6,1
1736.0,455.0,,WN,OAK,LAX,6,0
1573.0,420.0,57.0,CO,AUS,IAH,1,0
922.0,360.0,,UA,ORD,IAD,4,0
1802.0,405.0,264.0,DL,SNA,ATL,5,0
6642.0,352.0,38.0,OO,MOD,SFO,3,0
1286.0,1053.0,65.0,DL,ATL,SAV,5,0
2786.0,,,,CLE,MIA,5,0
753.0,860.0,245.0,AA,LGA,DFW,5,0
2713.0,540.0,105.0,WN,OAK,PDX,5,1
2818.0,1190.0,179.0,YV,PHX,DSM,7,0
2513.0,567.0,79.0,XE,MHT,EWR,2,0
4057.0,720.0,135.0,MQ,SYR,ORD,4,1
1581.0,704.0,94.0,FL,BKG,ATL,3,0
4951.0,975.0,89.0,EV,MSY,ATL,5,0
462.0,720.0,148.0,,SEA,LAX,4,1
682.0,370.0,140.0,WN,AUS,DEN,1,1
5030.0,990.0,59.0,EV,AGS,ATL,3,1
2274.0,990.0,80.0,WN,LAX,SMF,6,0
3949.0,540.0,94.0,9E,DTW,MLI,1,1
1822.0,700.0,128.0,US,CLT,BOS,7,1
1598.0,405.0,204.0,CO,SNA,IAH,1,1
3042.0,880.0,135.0,WN,PHL,MDW,5,1
1630.0,390.0,148.0,FL,DCA,MCO,5,0
6583.0,600.0,49.0,OO,COS,DEN,2,0
1947.0,1160.0,155.0,,DCA,FLL,7,0
2998.0,1110.0,125.0,WN,DEN,BOI,6,1
2796.0,,118.0,XE,IAH,ATL,2,1
7111.0,495.0,75.0,EV,IAD,JFK,3,1
1827.0,470.0,308.0,CO,SAN,EWR,6,0
162.0,,,WN,LAS,SAN,1,1
1356.0,665.0,165.0,AA,DFW,IAD,6,0
1253.0,980.0,104.0,DL,ATL,PIT,4,1
3073.0,1105.0,117.0,XE,GRR,EWR,4,1
2905.0,,,YV,PHX,GJT,3,0
2697.0,1124.0,156.0,YV,AUS,PHX,2,0
1107.0,1210.0,174.0,US,CLT,DFW,4,1
3657.0,525.0,160.0,MQ,MIA,PIT,2,0
257.0,990.0,360.0,AA,JFK,LAS,5,1
407.0,776.0,,FL,IND,ATL,5,0
1505.0,735.0,160.0,DL,DTW,MCO,1,1
1464.0,1245.0,,,DFW,TUL,1,0
497.0,1050.0,122.0,US,EWR,CLT,7,1
1243.0,900.0,137.0,B6,BOS,CLT,6,1
2830.0,,97.0,YV,CLT,CLE,7,0
2437.0,502.0,166.0,DL,ATL,SAT,5,0
1082.0,772.0,123.0,DL,ATL,DTW,4,0
1405.0,1205.0,159.0,DL,DTW,MCO,7,0
1432.0,310.0,95.0,US,MCO,CLT,5,0
733.0,985.0,265.0,WN,LAS,MCO,4,1
1164.0,1185.0,130.0,WN,DEN,SAT,4,1
285.0,460.0,80.0,WN,LAX,TUS,3,1
799.0,1090.0,165.0,F9,DEN,PDX,4,1
1687.0,550.0,239.0,DL,MSP,SAN,3,1
645.0,555.0,,AA,SJU,MIA,6,1
332.0,657.0,107.0,DL,PBI,ATL,4,1
2563.0,520.0,129.0,XE,STL,IAH,3,0
3941.0,790.0,95.0,MQ,MCI,ORD,3,0
794.0,975.0,174.0,,MIA,PHL,7,0
3230.0,,,WN,BNA,HOU,2,1
1834.0,880.0,137.0,DL,ATL,MCI,7,0
5377.0,735.0,116.0,EV,MLI,ATL,7,0
402.0,879.0,189.0,B6,MSY,BOS,4,0
539.0,925.0,180.0,AA,MCO,DFW,4,1
1007.0,1110.0,29.0,YV,LIH,HNL,1,0
1552.0,510.0,60.0,AA,MCO,MIA,6,0
1283.0,1040.0,116.0,DL,ATL,MDW,4,0
6477.0,879.0,83.0,OO,SMF,LAX,3,0
2932.0,480.0,,YV,TUS,PHX,5,0
1538.0,1220.0,,DL,ATL,DCA,2,0
589.0,1000.0,55.0,AA,DFW,OKC,4,1
4155.0,775.0,80.0,MQ,ORD,DTW,4,0
657.0,1075.0,75.0,WN,PDX,RNO,3,1
511.0,1124.0,135.0,FL,MKE,LGA,3,1
596.0,1210.0,37.0,HA,HNL,OGG,6,1
525.0,1027.0,268.0,UA,EWR,DEN,5,0
784.0,1020.0,376.0,CO,EWR,PDX,3,1
2985.0,380.0,175.0,MQ,AGS,DFW,3,0
118.0,950.0,172.0,CO,EWR,TPA,6,0
547.0,1215.0,65.0,WN,STL,MDW,2,1
215.0,965.0,135.0,WN,CMH,MCO,3,1
3451.0,1110.0,,MQ,DFW,XNA,1,1
511.0,,140.0,WN,MDW,BOS,1,1
1558.0,15.0,222.0,US,PHX,CLT,4,0
4253.0,930.0,140.0,9E,RDU,STL,4,0
142.0,1260.0,115.0,FL,ATL,DTW,2,1
6693.0,940.0,56.0,OO,DEN,CPR,6,1
134.0,395.0,140.0,WN,SAN,DEN,2,0
5970.0,360.0,96.0,XE,FSD,ORD,2,0
1757.0,530.0,146.0,B6,FLL,SJU,2,0
589.0,1295.0,75.0,WN,LAS,SLC,3,0
2829.0,715.0,100.0,MQ,DFW,PNS,1,0
3805.0,435.0,144.0,9E,CLE,MEM,4,1
817.0,1150.0,130.0,WN,SJC,SEA,4,1
609.0,1135.0,,AS,LAS,SEA,6,1
3659.0,915.0,170.0,WN,MDW,AUS,3,1
2546.0,505.0,150.0,AA,MCO,JFK,6,0
1493.0,,130.0,AA,BNA,DFW,7,0
1025.0,845.0,,YV,KOA,HNL,2,0
2380.0,637.0,76.0,DL,JAX,ATL,7,0
1662.0,860.0,70.0,WN,BWI,LGA,1,1
3655.0,770.0,,WN,SFO,SNA,4,1
2656.0,900.0,121.0,XE,IAH,ATL,3,1
1741.0,905.0,143.0,US,DCA,TPA,1,0
3764.0,625.0,97.0,9E,MLI,DTW,6,0
6677.0,1045.0,82.0,OH,CMH,DCA,1,1
7012.0,673.0,188.0,OO,SLC,ORD,2,0
862.0,520.0,85.0,,OMA,MDW,2,0
975.0,610.0,149.0,US,MSP,CLT,5,1
704.0,740.0,,WN,SLC,MDW,4,0
1899.0,910.0,67.0,DL,ATL,BNA,5,0
2467.0,995.0,120.0,DL,CLT,DTW,4,0
516.0,,37.0,HA,HNL,OGG,4,0
470.0,910.0,157.0,,SEA,LAX,2,1
520.0,,109.0,US,PHX,RNO,4,0
2419.0,1050.0,240.0,DL,MSP,SNA,1,1
1012.0,1330.0,140.0,AA,MIA,DCA,1,1
6689.0,435.0,48.0,OO,ORD,MSN,1,1
456.0,1015.0,135.0,AA,DFW,TPA,6,0
2932.0,1095.0,150.0,WN,STL,DEN,5,1
863.0,795.0,175.0,WN,MDW,RSW,1,1
4299.0,650.0,115.0,MQ,BUF,ORD,5,1
2010.0,870.0,126.0,DL,DFW,ATL,5,0
3044.0,725.0,140.0,MQ,LAX,DEN,3,0
477.0,380.0,165.0,AS,LAX,SEA,4,0
1277.0,1300.0,71.0,DL,ATL,CHS,4,1
5392.0,860.0,84.0,,MEM,LFT,1,0
1324.0,595.0,102.0,DL,ATL,RIC,6,1
5895.0,612.0,121.0,XE,ROC,ORD,6,1
2385.0,,75.0,,DFW,IAH,3,0
1861.0,910.0,210.0,AA,DCA,DFW,1,0
1924.0,700.0,85.0,US,CLT,BWI,5,1
2547.0,590.0,50.0,WN,MCO,RSW,2,0
6551.0,1280.0,81.0,OO,ORD,CMX,6,0
155.0,1025.0,84.0,UA,MSP,ORD,3,1
6550.0,445.0,116.0,OO,TUS,DEN,5,0
419.0,385.0,270.0,AA,BOS,DFW,3,1
1869.0,1079.0,83.0,US,CLT,BNA,5,1
821.0,935.0,205.0,AA,JFK,FLL,4,1
838.0,636.0,207.0,UA,SFO,DFW,4,0
2246.0,,343.0,DL,HNL,SEA,5,1
264.0,619.0,215.0,UA,DEN,PHL,6,0
5120.0,448.0,59.0,EV,ATL,TYS,3,1
1491.0,985.0,75.0,WN,LAX,RNO,1,1
3858.0,615.0,130.0,9E,OMA,DTW,4,0
760.0,390.0,165.0,WN,PVD,MDW,3,0
2023.0,805.0,,AA,MCI,DFW,5,1
1750.0,890.0,276.0,US,LAS,PHL,1,0
7261.0,1320.0,77.0,,IAD,CLT,5,0
242.0,1265.0,107.0,FL,ATL,PBI,7,0
503.0,720.0,,AS,SNA,SEA,5,0
430.0,430.0,90.0,AA,DFW,STL,5,0
2135.0,655.0,107.0,DL,ATL,PBI,4,1
1526.0,420.0,80.0,,LAX,SFO,6,0
908.0,,90.0,FL,ATL,PHF,5,1
2931.0,,146.0,YV,SAT,PHX,1,0
1599.0,430.0,175.0,AA,DAY,DFW,3,0
1334.0,725.0,105.0,WN,SMF,PHX,7,1
4870.0,1210.0,83.0,OO,SLC,DEN,2,0
2696.0,800.0,,YV,LAX,LAS,4,0
4067.0,360.0,,MQ,RIC,ORD,4,0
896.0,962.0,117.0,FL,IND,LGA,1,1
536.0,421.0,132.0,UA,ORD,LGA,5,1
5068.0,725.0,76.0,EV,ATL,ILM,1,1
